project_id,project_name,action_description,action_status,action_gyr,risk_description,milestone_description,gyr_constraint,gyr_status,previous_gyr_status,gyr_comments,project_created_at
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone two",other,green,green,NULL,"2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone two",scope,green,green,NULL,"2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone two",scope,yellow,green,"Need to discuss removing some features","2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone two",schedule,red,yellow,NULL,"2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone two",schedule,red,red,NULL,"2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone two",schedule,red,red,"We will be putting through a change request to schedule based on increased test time","2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone two",overall,green,yellow,"on plan","2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone two",schedule,yellow,red,"could still have schedule issues but have planned work and timing in place to move back to green","2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone two",technology,yellow,yellow,"appear to have the proper understanding, but waiting on documents","2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone two",scope,green,yellow,"scope discussions with sponsor and we are now approved with new scope expectations","2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone two",overall,yellow,green,"We are expecting the security on the data may be an issue, so our quality and benefits may be at issue","2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone two",scope,yellow,green,"we have potential security issues on the data to investigate","2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone two",other,yellow,green,"need to review situation of latest industry standards for data security. Our benefits/quality may be at stake","2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone two",quality,red,NULL,"Sponsor sees difficulty with the reduction in value","2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone two",quality,red,red,"still haven't had time to revisit","2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone two",overall,red,yellow,"Investigating latest information regarding technical changes to hardware that needs to be in training manual","2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone three",overall,green,NULL,NULL,"2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone three",scope,green,NULL,NULL,"2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone three",budget,green,NULL,NULL,"2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone three",schedule,green,NULL,NULL,"2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone three",overall,yellow,green,"having some issues but seem to be staying on track","2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone three",scope,yellow,green,NULL,"2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone three",schedule,green,green,NULL,"2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone three",budget,green,green,NULL,"2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone three",overall,red,yellow,NULL,"2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone three",schedule,red,green,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone three",scope,yellow,yellow,"the plan but need to execute","2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone three",overall,green,red,"back on track!","2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone three",schedule,yellow,red,NULL,"2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone three",scope,green,yellow,NULL,"2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone three",overall,yellow,green,NULL,"2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone three",risk,yellow,NULL,NULL,"2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone three",technology,red,NULL,"Most of what we are doing is to receive more training and information on our current situation while trying to apply the requirements of the project to the outcome.","2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone three",other,green,NULL,NULL,"2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone three",resources,green,NULL,NULL,"2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone three",resources,green,green,"All resources remain available","2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone three",risk,yellow,yellow,"Continue to see multiple risks that have high probability and impact","2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone three",technology,yellow,red,"With new contracted tech we are in better position for testing","2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone three",other,green,green,NULL,"2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone three",other,green,green,NULL,"2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone three",scope,green,green,NULL,"2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone three",scope,yellow,green,"Need to discuss removing some features","2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone three",schedule,red,yellow,NULL,"2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone three",schedule,red,red,NULL,"2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone three",schedule,red,red,"We will be putting through a change request to schedule based on increased test time","2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone three",overall,green,yellow,"on plan","2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone three",schedule,yellow,red,"could still have schedule issues but have planned work and timing in place to move back to green","2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone three",technology,yellow,yellow,"appear to have the proper understanding, but waiting on documents","2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone three",scope,green,yellow,"scope discussions with sponsor and we are now approved with new scope expectations","2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone three",overall,yellow,green,"We are expecting the security on the data may be an issue, so our quality and benefits may be at issue","2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone three",scope,yellow,green,"we have potential security issues on the data to investigate","2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone three",other,yellow,green,"need to review situation of latest industry standards for data security. Our benefits/quality may be at stake","2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone three",quality,red,NULL,"Sponsor sees difficulty with the reduction in value","2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone three",quality,red,red,"still haven't had time to revisit","2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone three",overall,red,yellow,"Investigating latest information regarding technical changes to hardware that needs to be in training manual","2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone four",overall,green,NULL,NULL,"2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone four",scope,green,NULL,NULL,"2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone four",budget,green,NULL,NULL,"2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone four",schedule,green,NULL,NULL,"2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone four",overall,yellow,green,"having some issues but seem to be staying on track","2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone four",scope,yellow,green,NULL,"2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone four",schedule,green,green,NULL,"2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone four",budget,green,green,NULL,"2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone four",overall,red,yellow,NULL,"2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone four",schedule,red,green,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone four",scope,yellow,yellow,"the plan but need to execute","2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone four",overall,green,red,"back on track!","2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone four",schedule,yellow,red,NULL,"2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone four",scope,green,yellow,NULL,"2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone four",overall,yellow,green,NULL,"2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone four",risk,yellow,NULL,NULL,"2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone four",technology,red,NULL,"Most of what we are doing is to receive more training and information on our current situation while trying to apply the requirements of the project to the outcome.","2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone four",other,green,NULL,NULL,"2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone four",resources,green,NULL,NULL,"2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone four",resources,green,green,"All resources remain available","2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone four",risk,yellow,yellow,"Continue to see multiple risks that have high probability and impact","2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone four",technology,yellow,red,"With new contracted tech we are in better position for testing","2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone four",other,green,green,NULL,"2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone four",other,green,green,NULL,"2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone four",scope,green,green,NULL,"2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone four",scope,yellow,green,"Need to discuss removing some features","2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone four",schedule,red,yellow,NULL,"2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone four",schedule,red,red,NULL,"2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone four",schedule,red,red,"We will be putting through a change request to schedule based on increased test time","2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone four",overall,green,yellow,"on plan","2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone four",schedule,yellow,red,"could still have schedule issues but have planned work and timing in place to move back to green","2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone four",technology,yellow,yellow,"appear to have the proper understanding, but waiting on documents","2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone four",scope,green,yellow,"scope discussions with sponsor and we are now approved with new scope expectations","2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone four",overall,yellow,green,"We are expecting the security on the data may be an issue, so our quality and benefits may be at issue","2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone four",scope,yellow,green,"we have potential security issues on the data to investigate","2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone four",other,yellow,green,"need to review situation of latest industry standards for data security. Our benefits/quality may be at stake","2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone four",quality,red,NULL,"Sponsor sees difficulty with the reduction in value","2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone four",quality,red,red,"still haven't had time to revisit","2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone four",overall,red,yellow,"Investigating latest information regarding technical changes to hardware that needs to be in training manual","2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone 2.2",overall,green,NULL,NULL,"2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone 2.2",scope,green,NULL,NULL,"2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone 2.2",budget,green,NULL,NULL,"2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone 2.2",schedule,green,NULL,NULL,"2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone 2.2",overall,yellow,green,"having some issues but seem to be staying on track","2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone 2.2",scope,yellow,green,NULL,"2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone 2.2",schedule,green,green,NULL,"2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone 2.2",budget,green,green,NULL,"2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone 2.2",overall,red,yellow,NULL,"2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone 2.2",schedule,red,green,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone 2.2",scope,yellow,yellow,"the plan but need to execute","2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone 2.2",overall,green,red,"back on track!","2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone 2.2",schedule,yellow,red,NULL,"2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone 2.2",scope,green,yellow,NULL,"2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone 2.2",overall,yellow,green,NULL,"2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone 2.2",risk,yellow,NULL,NULL,"2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone 2.2",technology,red,NULL,"Most of what we are doing is to receive more training and information on our current situation while trying to apply the requirements of the project to the outcome.","2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone 2.2",other,green,NULL,NULL,"2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone 2.2",resources,green,NULL,NULL,"2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone 2.2",resources,green,green,"All resources remain available","2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone 2.2",risk,yellow,yellow,"Continue to see multiple risks that have high probability and impact","2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone 2.2",technology,yellow,red,"With new contracted tech we are in better position for testing","2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone 2.2",other,green,green,NULL,"2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone 2.2",other,green,green,NULL,"2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone 2.2",scope,green,green,NULL,"2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone 2.2",scope,yellow,green,"Need to discuss removing some features","2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone 2.2",schedule,red,yellow,NULL,"2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone 2.2",schedule,red,red,NULL,"2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone 2.2",schedule,red,red,"We will be putting through a change request to schedule based on increased test time","2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone 2.2",overall,green,yellow,"on plan","2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone 2.2",schedule,yellow,red,"could still have schedule issues but have planned work and timing in place to move back to green","2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone 2.2",technology,yellow,yellow,"appear to have the proper understanding, but waiting on documents","2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone 2.2",scope,green,yellow,"scope discussions with sponsor and we are now approved with new scope expectations","2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone 2.2",overall,yellow,green,"We are expecting the security on the data may be an issue, so our quality and benefits may be at issue","2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone 2.2",scope,yellow,green,"we have potential security issues on the data to investigate","2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone 2.2",other,yellow,green,"need to review situation of latest industry standards for data security. Our benefits/quality may be at stake","2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone 2.2",quality,red,NULL,"Sponsor sees difficulty with the reduction in value","2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone 2.2",quality,red,red,"still haven't had time to revisit","2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone 2.2",overall,red,yellow,"Investigating latest information regarding technical changes to hardware that needs to be in training manual","2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone one",overall,green,NULL,NULL,"2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone one",scope,green,NULL,NULL,"2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone one",budget,green,NULL,NULL,"2021-11-26 17:01:30"
4,"Office Move",NULL,NULL,NULL,"There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.","milestone one",schedule,green,NULL,NULL,"2021-11-26 17:01:30"
