id,creator_id,action_id,owner_contact_id,description,due_date,decision_made,status,progress,gyr,urls,created_at,updated_at
878,,218,72.0,decision made moving out 2 mths,2022-10-21,1,open,60,green,,2022-08-30 07:01:55,2022-08-30 07:01:55
879,,216,72.0,add server docs,2022-09-09,0,open,55,yellow,,2022-08-30 07:02:42,2022-08-30 07:02:42
880,,129,72.0,still working on it,2022-11-25,0,open,30,red,,2022-08-30 07:03:24,2022-08-30 07:03:24
881,,288,73.0,,2022-09-30,0,open,0,green,,2022-08-30 07:05:04,2022-08-30 07:05:04
882,,288,73.0,set meetings with the director and team leads and will continue,2022-09-30,0,open,15,green,,2022-08-30 07:05:59,2022-08-30 07:05:59
883,,216,72.0,add server docs,2022-09-09,0,open,55,red,,2022-08-30 07:07:13,2022-08-30 07:07:13
884,,216,72.0,add server docs,2022-09-03,0,open,55,red,,2022-08-30 07:08:15,2022-08-30 07:08:15
885,,128,72.0,this is done tomorrow,2022-03-29,1,open,100,green,,2022-08-30 07:11:32,2022-08-30 07:11:32
886,,130,72.0,set for this month,2022-03-29,0,open,95,green,,2022-08-30 07:12:39,2022-08-30 07:12:39
887,,127,72.0,done,2022-03-29,1,open,85,green,,2022-08-30 07:13:24,2022-08-30 07:13:24
888,,130,72.0,set for this month,2022-03-29,0,closed,95,green,,2022-08-30 07:13:52,2022-08-30 07:13:52
889,,128,72.0,this is done tomorrow,2022-03-29,1,closed,100,green,,2022-08-30 07:14:43,2022-08-30 07:14:43
890,,289,72.0,,2022-09-29,0,open,0,yellow,,2022-08-30 07:17:04,2022-08-30 07:17:04
891,,282,43.0,meeting set for next week,2022-09-07,0,open,90,green,,2022-08-30 07:21:40,2022-08-30 07:21:40
892,,285,13.0,contractor is inspecting this week,2022-09-02,0,open,50,green,,2022-08-30 07:23:59,2022-08-30 07:23:59
893,,242,187.0,sign,2022-08-03,0,open,40,green,,2022-08-30 07:26:35,2022-08-30 07:26:35
894,,241,111.0,the latest update is here in text. Moved to 45%. Added link to Google. Changes due date to Jul 18. Made decision 'yes',2022-07-18,1,open,45,green,,2022-08-30 07:27:27,2022-08-30 07:27:27
895,,241,111.0,the latest update is here in text. Moved to 45%. Added link to Google. Changes due date to Jul 18. Made decision 'yes',2022-09-14,1,open,45,green,,2022-08-30 07:28:00,2022-08-30 07:28:00
896,,238,,paint is on order,2022-09-07,0,open,35,green,,2022-08-30 07:29:44,2022-08-30 07:29:44
897,,237,187.0,ordered from warehouse,2022-08-31,0,open,50,green,,2022-08-30 07:30:38,2022-08-30 07:30:38
898,,236,187.0,set meet with marketing agency,2022-08-31,0,open,10,green,,2022-08-30 07:31:41,2022-08-30 07:31:41
899,,63,76.0,working on it,2022-11-17,1,open,20,green,,2022-08-30 07:32:32,2022-08-30 07:32:32
900,,65,111.0,done,2022-08-24,0,closed,100,green,,2022-08-30 07:33:34,2022-08-30 07:33:34
901,,6,7.0,Most of what we are doing is to receive more training and information on our current situation while trying to apply the requirements of the project to the outcome.,2021-12-01,0,open,95,green,,2022-08-30 07:34:49,2022-08-30 07:34:49
902,,5,8.0,Most of what we are doing is to receive more training and information on our current situation while trying to apply the requirements of the project to the outcome.,2022-01-16,1,open,65,green,,2022-08-30 07:36:44,2022-08-30 07:36:44
903,,1,6.0,Most of what we are doing is to receive more training and information on our current situation while trying to apply the requirements of the project to the outcome.,2021-12-10,0,open,100,green,,2022-08-30 07:37:22,2022-08-30 07:37:22
904,,6,7.0,Most of what we are doing is to receive more training and information on our current situation while trying to apply the requirements of the project to the outcome.,2021-12-01,0,open,95,green,,2022-08-30 07:38:05,2022-08-30 07:38:05
905,,8,12.0,done,2022-07-29,0,open,95,green,,2022-08-30 07:38:37,2022-08-30 07:38:37
906,,61,187.0,still need to call contractor and builder,2022-09-22,1,open,5,red,,2022-08-30 07:40:21,2022-08-30 07:40:21
907,,60,5.0,done,2022-05-25,1,open,60,green,,2022-08-30 07:41:12,2022-08-30 07:41:12
908,,60,5.0,done,2022-05-25,1,closed,60,green,,2022-08-30 07:41:22,2022-08-30 07:41:22
909,,8,12.0,done,2022-07-29,0,closed,95,green,,2022-08-30 07:41:29,2022-08-30 07:41:29
910,,62,187.0,not much progress made but still moving forward,2022-12-16,0,open,60,yellow,,2022-08-30 07:42:15,2022-08-30 07:42:15
911,,290,158.0,,2022-11-17,0,open,0,yellow,,2022-08-30 07:45:09,2022-08-30 07:45:09
912,,238,,order looks like it will be delayed,2022-09-07,0,open,35,red,,2022-08-30 07:45:51,2022-08-30 07:45:51
913,,291,187.0,,2022-09-28,0,open,0,green,,2022-08-30 07:48:44,2022-08-30 07:48:44
914,,292,187.0,,2022-09-07,0,open,0,green,,2022-08-30 07:50:24,2022-08-30 07:50:24
915,,127,72.0,done,2022-03-29,1,closed,85,green,,2022-08-30 07:53:29,2022-08-30 07:53:29
916,,217,71.0,working with consultant to ensure best information,2022-08-24,0,open,20,yellow,,2022-08-30 07:54:40,2022-08-30 07:54:40
917,,216,72.0,have all info just need to condense for support manual,2022-09-03,0,open,55,red,,2022-08-30 07:55:55,2022-08-30 07:55:55
918,,293,221.0,,2022-10-12,0,open,0,green,,2022-08-30 08:11:43,2022-08-30 08:11:43
919,,289,72.0,Started,2022-09-29,0,open,5,yellow,,2022-08-30 08:12:58,2022-08-30 08:12:58
920,,289,72.0,Started,2022-08-29,0,open,5,yellow,,2022-08-30 08:23:53,2022-08-30 08:23:53
921,,129,72.0,still working on it,2022-09-04,0,open,30,red,,2022-08-30 08:24:21,2022-08-30 08:24:21
930,,288,221.0,set meetings with the director and team leads and will continue,2022-09-30,0,open,15,green,,2022-08-30 13:04:00,2022-08-30 13:04:00
931,,236,187.0,set meet with marketing agency,2022-08-31,0,open,25,yellow,,2022-09-01 06:27:27,2022-09-01 06:27:27
932,,291,187.0,have meeting set for next week,2022-09-28,0,open,20,green,,2022-09-01 06:28:01,2022-09-01 06:28:01
933,,294,72.0,,2022-09-09,0,open,0,green,,2022-09-01 07:53:01,2022-09-01 07:53:01
934,,217,71.0,wringing,2022-08-31,0,open,25,red,,2022-09-01 07:55:26,2022-09-01 07:55:26
935,,292,187.0,done,2022-09-07,0,closed,100,green,,2022-09-01 07:56:52,2022-09-01 07:56:52
942,,288,221.0,still working,2022-09-30,0,open,30,green,,2022-09-01 13:12:00,2022-09-01 13:12:00
943,,238,206.0,order looks like it will be delayed,2022-09-07,0,open,35,yellow,,2022-09-07 05:04:58,2022-09-07 05:04:58
944,,291,187.0,have meeting set for next week,2022-09-28,0,open,30,green,,2022-09-07 05:05:25,2022-09-07 05:05:25
948,,302,187.0,,2022-09-30,0,open,0,green,,2022-09-08 08:23:27,2022-09-08 08:23:27
949,,302,187.0,have to do a meeting next week,2022-09-30,0,open,10,green,,2022-09-08 08:26:26,2022-09-08 08:26:26
950,,302,187.0,have to do a meeting next week,2022-09-30,0,closed,10,green,,2022-09-08 08:27:19,2022-09-08 08:27:19
954,,285,13.0,contractor is inspecting this week,2022-09-29,0,open,50,green,,2022-09-29 13:59:45,2022-09-29 13:59:45
955,,283,13.0,will be going into permit office next week,2022-10-03,0,open,0,green,,2022-09-29 14:00:02,2022-09-29 14:00:02
956,,281,152.0,still trying,2022-10-13,0,open,15,green,,2022-09-29 14:00:18,2022-09-29 14:00:18
957,,58,42.0,still working it,2022-10-20,0,open,50,yellow,,2022-09-29 14:00:30,2022-09-29 14:00:30
958,,36,42.0,trying to get meetings set,2022-10-28,0,open,65,yellow,,2022-09-29 14:01:02,2022-09-29 14:01:02
959,,14,27.0,Almost done,2022-11-10,0,open,80,green,,2022-09-29 14:01:12,2022-09-29 14:01:12
960,,284,13.0,revisit the design,2022-09-29,0,open,0,red,,2022-09-29 14:01:22,2022-09-29 14:01:22
961,,283,13.0,will be going into permit office next week,2022-10-07,0,open,0,green,,2022-10-04 14:50:12,2022-10-04 14:50:12
962,,284,13.0,revisit the design,2022-10-04,0,open,0,red,,2022-10-04 14:50:21,2022-10-04 14:50:21
963,,285,13.0,contractor is inspecting this week,2022-10-04,0,open,50,green,,2022-10-04 14:50:47,2022-10-04 14:50:47
964,,285,13.0,contractor is inspecting this week,2022-10-04,0,closed,50,green,,2022-10-12 06:01:36,2022-10-12 06:01:36
965,,284,13.0,revisit the design,2022-10-04,0,closed,0,red,,2022-10-12 06:01:47,2022-10-12 06:01:47
966,,283,13.0,will be going into permit office next week,2022-10-07,0,closed,0,green,,2022-10-12 06:01:56,2022-10-12 06:01:56
967,,282,43.0,meeting set for next week,2022-09-07,0,closed,90,green,,2022-10-12 06:02:08,2022-10-12 06:02:08
968,,58,42.0,still working it,2022-10-20,0,closed,50,yellow,,2022-10-12 06:02:16,2022-10-12 06:02:16
969,,56,43.0,VP allowed extension of this work,2022-10-13,1,closed,50,red,,2022-10-12 06:02:24,2022-10-12 06:02:24
970,,36,42.0,trying to get meetings set,2022-10-28,0,closed,65,yellow,,2022-10-12 06:02:33,2022-10-12 06:02:33
971,,34,13.0,working on it,2022-10-13,0,closed,35,green,,2022-10-12 06:02:39,2022-10-12 06:02:39
972,,9,13.0,"so far so good, but not finished",2022-08-31,1,closed,70,green,,2022-10-12 06:02:48,2022-10-12 06:02:48
973,,14,27.0,Almost done,2022-11-10,0,closed,80,green,,2022-10-12 06:02:56,2022-10-12 06:02:56
974,,280,152.0,working with each area director still,2022-09-28,0,open,0,yellow,,2022-10-12 06:03:11,2022-10-12 06:03:11
975,,281,152.0,working with HR to obtain list,2022-10-13,0,open,15,green,,2022-10-12 06:04:25,2022-10-12 06:04:25
976,,303,225.0,,2022-10-28,0,open,0,green,,2022-10-12 07:08:02,2022-10-12 07:08:02
977,,303,225.0,Still working on getting meetings set,2022-10-28,0,open,10,green,,2022-10-12 07:22:40,2022-10-12 07:22:40
978,,303,225.0,here is the latest ...,2022-10-28,0,open,25,green,,2022-10-12 07:50:30,2022-10-12 07:50:30
979,,303,225.0,here is the latest ...,2022-10-28,0,closed,25,green,,2022-10-12 07:53:54,2022-10-12 07:53:54
980,,304,228.0,,2022-10-28,0,open,0,green,,2022-10-19 13:25:32,2022-10-19 13:25:32
981,,305,228.0,,2022-10-21,0,open,0,green,,2022-10-19 13:27:38,2022-10-19 13:27:38
982,,304,228.0,working on it with client,2022-10-28,0,open,20,green,,2022-10-19 13:29:05,2022-10-19 13:29:05
983,,305,228.0,had meeting will meet next wed,2022-10-21,0,open,95,green,,2022-10-19 13:29:44,2022-10-19 13:29:44
984,,306,161.0,,2022-11-03,0,open,0,green,,2022-10-20 06:24:34,2022-10-20 06:24:34
985,,307,230.0,,2022-10-28,0,open,0,yellow,,2022-10-21 06:13:29,2022-10-21 06:13:29
986,,308,228.0,,2022-11-02,0,open,0,red,,2022-10-21 06:14:44,2022-10-21 06:14:44
987,,309,237.0,,2022-10-24,0,open,0,green,,2022-10-26 05:45:08,2022-10-26 05:45:08
988,,309,237.0,The POS system is back ordered but should arrive in time for testing before opening. I will monitor and report.,2022-10-24,0,open,20,yellow,,2022-10-26 05:48:31,2022-10-26 05:48:31
989,,309,237.0,The POS system is back ordered but should arrive in time for testing before opening. I will monitor and report.,2022-10-26,0,open,20,yellow,,2022-10-26 05:49:44,2022-10-26 05:49:44
994,,313,237.0,,2022-11-30,0,open,0,green,,2022-11-01 11:39:41,2022-11-01 11:39:41
995,,314,237.0,,2023-02-24,0,open,0,green,,2022-11-01 11:41:10,2022-11-01 11:41:10
996,,313,237.0,Decision is made to go with the security system vendor ABC. This was approved by RJ Batherson in our meeting today.,2022-11-30,1,open,30,green,,2022-11-01 11:45:13,2022-11-01 11:45:13
997,,307,230.0,waiting to reach the vendor and have added a week,2022-11-11,0,open,25,yellow,,2022-11-04 11:38:55,2022-11-04 11:38:55
998,,308,228.0,starting to share potential dates with all groups,2022-11-15,0,open,50,red,,2022-11-04 11:39:58,2022-11-04 11:39:58
999,,315,241.0,,2022-11-07,0,open,0,yellow,,2022-11-08 12:52:19,2022-11-08 12:52:19
1000,,316,242.0,,2022-11-10,0,open,0,green,,2022-11-08 12:53:07,2022-11-08 12:53:07
1001,,317,241.0,,2022-11-18,0,open,0,green,,2022-11-08 12:53:39,2022-11-08 12:53:39
1002,,318,242.0,,2022-11-12,0,open,0,green,,2022-11-08 12:57:22,2022-11-08 12:57:22
1003,,315,241.0,Decided to use past info. Approved by CEO.,2022-11-07,1,open,20,yellow,,2022-11-08 12:59:54,2022-11-08 12:59:54
1004,,319,239.0,,2022-11-21,0,open,0,green,,2022-11-08 13:05:05,2022-11-08 13:05:05
1005,,319,239.0,working on it still,2022-11-21,0,open,65,green,,2022-11-08 13:06:26,2022-11-08 13:06:26
1013,,318,242.0,still trying to contact,2022-11-12,0,open,10,green,,2022-11-08 13:36:35,2022-11-08 13:36:35
1014,,318,242.0,dddddd,2022-11-12,0,open,25,green,,2022-11-09 04:54:41,2022-11-09 04:54:41
1015,,166,180.0,ggggggggggg,2022-05-31,0,open,90,green,,2022-11-09 04:58:13,2022-11-09 04:58:13
1016,,317,241.0,,2022-11-18,0,open,0,green,,2022-11-09 05:19:23,2022-11-09 05:19:23
1017,,167,180.0,getting this done,2022-11-30,1,open,90,green,,2022-11-15 11:14:16,2022-11-15 11:14:16
1018,,166,180.0,still working on it,2022-12-15,0,open,90,green,,2022-11-15 11:15:04,2022-11-15 11:15:04
1019,,167,180.0,working with the VP each week,2022-11-14,1,open,90,red,,2022-11-15 11:33:55,2022-11-15 11:33:55
1020,,305,225.0,had meeting will meet next wed,2022-11-14,0,open,95,green,,2022-11-15 11:39:42,2022-11-15 11:39:42
1021,,304,225.0,have put several options together and will present next week,2022-11-17,0,open,30,green,,2022-11-15 11:40:56,2022-11-15 11:40:56
1022,,307,230.0,short discussion with vendor yesterday but will meet again today,2022-11-16,0,open,30,yellow,,2022-11-16 05:13:13,2022-11-16 05:13:13
1023,,314,237.0,still working,2023-02-24,0,open,0,green,,2022-11-16 06:15:16,2022-11-16 06:15:16
1024,,305,225.0,cccccccccccccc,2022-11-24,0,open,95,green,,2022-11-16 06:25:34,2022-11-16 06:25:34
1025,,314,237.0,decision who,2022-12-14,1,open,0,green,,2022-11-16 06:35:56,2022-11-16 06:35:56
1028,,327,225.0,,2022-11-21,0,open,0,green,,2022-11-24 05:36:50,2022-11-24 05:36:50
1029,,328,225.0,,2022-11-28,0,open,0,yellow,,2022-11-24 05:37:25,2022-11-24 05:37:25
1030,,329,228.0,,2022-11-27,0,open,0,green,,2022-11-24 05:37:55,2022-11-24 05:37:55
1031,,330,232.0,,2022-11-26,0,open,0,red,,2022-11-24 05:38:23,2022-11-24 05:38:23
1032,,331,261.0,,2022-11-24,0,open,0,yellow,,2022-11-25 03:57:08,2022-11-25 03:57:08
1033,,225,202.0,this update is to see if this action appears on my email in  mailtrap to steve@gmail get a warning on this action since it is within 5 days,2022-12-04,0,open,55,green,,2022-12-01 10:12:22,2022-12-01 10:12:22
1034,,313,234.0,have updated the due date and owner y SM now,2022-12-09,1,open,55,green,,2022-12-02 12:10:39,2022-12-02 12:10:39
1039,,314,237.0,we decided on the system to use and will continue to ensure this gets in,2022-12-14,1,open,50,green,,2022-12-02 12:19:11,2022-12-02 12:19:11
1040,,313,234.0,have updated the due date and owner y SM now,2022-12-09,0,open,55,green,,2022-12-02 12:19:53,2022-12-02 12:19:53
1041,,313,234.0,have updated the due date and owner y SM now,2022-12-09,0,open,55,red,,2022-12-02 13:12:46,2022-12-02 13:12:46
1042,,330,232.0,starting to see progress,2023-01-04,0,open,20,red,,2022-12-02 13:26:01,2022-12-02 13:26:01
1043,,329,228.0,this is hard work but moving ahead,2022-12-04,0,open,25,green,,2022-12-02 13:26:36,2022-12-02 13:26:36
1044,,328,225.0,have to move date up one week,2022-12-09,0,open,10,yellow,,2022-12-02 13:27:02,2022-12-02 13:27:02
1045,,327,225.0,good,2023-01-13,0,open,60,green,,2022-12-02 13:27:23,2022-12-02 13:27:23
1046,,331,261.0,nothing to report,2022-12-03,0,open,5,yellow,,2022-12-02 13:27:47,2022-12-02 13:27:47
1047,,136,164.0,still going,2023-03-09,0,open,20,yellow,,2022-12-02 14:14:50,2022-12-02 14:14:50
1048,,135,164.0,going great,2023-04-11,0,open,15,green,,2022-12-02 14:15:27,2022-12-02 14:15:27
1049,,305,225.0,still trying to get a meeting setup,2022-12-02,0,open,95,green,,2022-12-04 09:14:23,2022-12-04 09:14:23
1050,,305,225.0,still trying to get a meeting setup,2022-12-02,0,open,95,red,,2022-12-04 09:14:40,2022-12-04 09:14:40
1051,,305,225.0,still trying to get a meeting setup,2022-12-02,1,open,95,red,,2022-12-12 13:06:55,2022-12-12 13:06:55
1052,,166,180.0,still working on it,2023-01-04,0,open,90,red,,2023-01-05 08:29:22,2023-01-05 08:29:22
1053,,319,239.0,made some progress but had to extend by 3 weeks to get the job done,2023-02-03,0,open,45,yellow,,2023-01-13 04:42:30,2023-01-13 04:42:30
1054,,318,242.0,dddddd,2023-04-14,0,open,50,green,,2023-01-13 04:42:51,2023-01-13 04:42:51
1055,,317,241.0,trying to understand what they are asking for so need nmore time,2023-02-06,0,open,40,green,,2023-01-13 04:43:43,2023-01-13 04:43:43
1056,,316,242.0,need to source some technical cert info but will have it done soon,2023-02-03,0,open,65,red,,2023-01-13 04:44:41,2023-01-13 04:44:41
1057,,318,242.0,dddddd,2023-04-14,0,open,50,yellow,,2023-01-13 04:45:41,2023-01-13 04:45:41
1062,,314,237.0,we decided on the system to use and will continue to ensure this gets in,2023-02-17,1,open,50,green,,2023-02-09 07:16:10,2023-02-09 07:16:10
1064,,313,234.0,have updated the due date and owner y SM now,2023-02-09,0,open,55,red,,2023-02-09 07:16:45,2023-02-09 07:16:45
1065,,309,237.0,The POS system is back ordered but should arrive in time for testing before opening. I will monitor and report.,2023-02-07,0,open,20,yellow,,2023-02-09 07:17:12,2023-02-09 07:17:12
1066,,319,239.0,made some progress but had to extend by 3 weeks to get the job done,2023-02-10,0,open,55,yellow,,2023-02-09 07:21:50,2023-02-09 07:21:50
1067,,318,242.0,We continue to work on this,2023-04-14,0,open,65,yellow,,2023-02-09 07:22:23,2023-02-09 07:22:23
1068,,316,242.0,need to source some technical cert info but will have it done soon,2023-02-09,0,open,65,red,,2023-02-09 07:22:50,2023-02-09 07:22:50
1069,,335,267.0,,2023-02-15,0,open,0,green,,2023-02-09 07:44:16,2023-02-09 07:44:16
1070,,336,268.0,,2023-02-17,0,open,0,green,,2023-02-09 07:44:55,2023-02-09 07:44:55
1071,,337,266.0,,2023-02-13,0,open,0,green,,2023-02-09 07:46:06,2023-02-09 07:46:06
1072,,338,267.0,,2023-02-22,0,open,0,green,,2023-02-09 07:47:29,2023-02-09 07:47:29
1073,,339,266.0,,2023-02-13,0,open,0,green,,2023-02-09 07:48:57,2023-02-09 07:48:57
1074,,338,267.0,,2023-02-07,0,open,0,green,,2023-02-09 07:49:53,2023-02-09 07:49:53
1075,,336,268.0,still working on it,2023-02-17,0,open,20,green,,2023-02-09 08:08:57,2023-02-09 08:08:57
1076,,338,267.0,done and i'll call shipper,2023-02-07,0,open,0,green,,2023-02-09 08:10:25,2023-02-09 08:10:25
1077,,340,268.0,,2023-02-10,0,open,0,green,,2023-02-09 08:12:01,2023-02-09 08:12:01
1078,,167,180.0,new date and still working,2023-03-17,1,open,90,green,,2023-02-09 08:19:21,2023-02-09 08:19:21
1079,,317,241.0,trying to understand what they are asking for so need nmore time,2023-02-24,0,open,40,green,,2023-02-13 05:58:08,2023-02-13 05:58:08
1080,,315,241.0,Decided to use past info. Approved by CEO.,2023-04-21,1,open,20,yellow,,2023-02-13 05:58:31,2023-02-13 05:58:31
1081,,341,271.0,,2023-03-03,0,open,0,green,,2023-02-13 09:40:05,2023-02-13 09:40:05
1082,,342,271.0,,2023-02-27,0,open,0,green,,2023-02-13 09:40:26,2023-02-13 09:40:26
1083,,343,270.0,,2023-02-16,0,open,0,green,,2023-02-13 09:41:02,2023-02-13 09:41:02
1084,,344,270.0,,2023-02-22,0,open,0,green,,2023-02-13 09:42:13,2023-02-13 09:42:13
1085,,313,237.0,updated owner and moved date out,2023-03-09,0,open,60,red,,2023-03-01 05:18:59,2023-03-01 05:18:59
1086,,314,237.0,we decided on the system to use and will continue to ensure this gets in,2023-03-01,1,open,50,green,,2023-03-01 05:19:26,2023-03-01 05:19:26
1088,,309,237.0,The POS system is back ordered but should arrive in time for testing before opening. I will monitor and report.,2023-03-15,0,open,20,yellow,,2023-03-01 05:19:42,2023-03-01 05:19:42
1089,,309,237.0,still trying to look into the next best date on the back order,2023-03-15,0,open,50,yellow,,2023-03-01 05:20:20,2023-03-01 05:20:20
1090,,317,241.0,trying to understand what they are asking for so need nmore time,2023-03-10,0,open,30,green,,2023-03-01 05:27:27,2023-03-01 05:27:27
1091,,316,242.0,need to source some technical cert info but will have it done soon,2023-03-01,0,open,65,red,,2023-03-01 05:27:45,2023-03-01 05:27:45
1092,,339,266.0,,2023-03-03,0,open,0,green,,2023-03-02 06:22:47,2023-03-02 06:22:47
1093,,338,267.0,done and i'll call shipper,2023-03-01,0,open,0,green,,2023-03-02 06:23:02,2023-03-02 06:23:02
1094,,336,268.0,still working on it,2023-03-10,0,open,20,green,,2023-03-02 06:23:10,2023-03-02 06:23:10
1095,,340,268.0,,2023-03-02,0,open,0,green,,2023-03-02 06:23:26,2023-03-02 06:23:26
1096,,335,267.0,,2023-03-04,0,open,0,green,,2023-03-02 06:23:35,2023-03-02 06:23:35
1097,,340,268.0,still working,2023-03-02,0,open,15,green,,2023-03-02 06:41:45,2023-03-02 06:41:45
1098,,314,260.0,we decided on the system to use and will continue to ensure this gets in,2023-03-06,1,open,50,green,,2023-03-06 12:54:36,2023-03-06 12:54:36
1099,,313,260.0,updated owner and moved date out,2023-03-09,0,open,60,red,,2023-03-06 12:54:54,2023-03-06 12:54:54
1100,,309,260.0,still trying to look into the next best date on the back order,2023-03-15,0,open,50,yellow,,2023-03-06 12:55:16,2023-03-06 12:55:16
1101,,345,272.0,,2023-03-09,0,open,0,green,,2023-03-07 06:28:54,2023-03-07 06:28:54
1102,,346,,,2023-03-17,0,open,0,green,,2023-03-15 12:01:13,2023-03-15 12:01:13
1103,,339,266.0,have meetings set for next week,2023-03-22,0,open,20,green,,2023-03-15 12:01:41,2023-03-15 12:01:41
1104,,340,268.0,still working,2023-03-31,0,open,25,green,,2023-03-15 12:01:56,2023-03-15 12:01:56
1105,,337,266.0,need to verify acceptance,2023-03-20,0,open,30,green,,2023-03-15 12:02:28,2023-03-15 12:02:28
1106,,346,,almost done,2023-03-17,0,open,90,green,,2023-03-15 12:03:18,2023-03-15 12:03:18
1107,,335,267.0,extended by 2 weeks,2023-03-31,0,open,30,green,,2023-03-15 12:03:42,2023-03-15 12:03:42
1108,,335,283.0,decision to extend approved by VP,2023-03-31,1,open,30,green,,2023-03-15 12:04:38,2023-03-15 12:04:38
1109,,337,285.0,need to verify acceptance,2023-03-20,0,open,30,green,,2023-03-15 12:04:55,2023-03-15 12:04:55
1110,,340,,still working,2023-03-31,0,open,25,green,,2023-03-15 12:08:50,2023-03-15 12:08:50
1111,,339,284.0,have meetings set for next week,2023-03-22,0,open,20,green,,2023-03-15 12:09:02,2023-03-15 12:09:02
1112,,338,,done and i'll call shipper,2023-03-01,0,open,0,green,,2023-03-15 12:09:11,2023-03-15 12:09:11
1113,,336,,still working on it,2023-03-10,0,open,20,green,,2023-03-15 12:09:19,2023-03-15 12:09:19
1114,,166,180.0,"back to 20% progress, taking it to Yellow and extending the due date to Apr 3",2023-04-03,0,open,20,yellow,,2023-03-20 11:56:50,2023-03-20 11:56:50
1116,,313,260.0,updated owner and moved date out,2023-03-27,0,open,60,red,,2023-03-23 05:43:13,2023-03-23 05:43:13
1117,,314,260.0,we decided on the system to use and will continue to ensure this gets in,2023-04-07,1,open,55,green,,2023-03-23 05:43:35,2023-03-23 05:43:35
1120,,309,260.0,still trying to look into the next best date on the back order,2023-03-24,0,open,60,yellow,,2023-03-23 05:44:32,2023-03-23 05:44:32
1123,,75,159.0,partially completed and will be done this week if I can get the meeting with the architect,2023-03-21,0,open,40,green,,2023-03-23 05:52:53,2023-03-23 05:52:53
1124,,72,159.0,contacting vendor,2023-03-25,0,open,0,green,,2023-03-23 05:58:06,2023-03-23 05:58:06
1125,,69,159.0,this should be done today,2023-04-05,0,open,90,green,,2023-03-23 05:59:06,2023-03-23 05:59:06
1126,,70,104.0,Get it Done,2023-03-24,0,open,0,green,,2023-03-23 06:00:11,2023-03-23 06:00:11
1127,,67,103.0,Get it Done,2023-05-25,0,open,0,green,,2023-03-23 06:00:29,2023-03-23 06:00:29
1128,,70,104.0,still working on it,2023-03-24,0,open,15,yellow,,2023-03-23 06:01:15,2023-03-23 06:01:15
1129,,72,159.0,issues in getting this done,2023-03-25,0,open,20,red,,2023-03-23 06:01:39,2023-03-23 06:01:39
1130,,78,108.0,need to work on this,2023-03-22,0,open,20,yellow,,2023-03-23 06:07:00,2023-03-23 06:07:00
1131,,74,108.0,still doing this and need extension,2023-03-31,0,open,0,green,,2023-03-23 06:08:41,2023-03-23 06:08:41
1132,,73,107.0,still going,2023-04-20,0,open,20,green,,2023-03-23 06:09:23,2023-03-23 06:09:23
1133,,338,,done and i'll call shipper,2023-03-31,0,open,0,green,,2023-03-23 06:57:46,2023-03-23 06:57:46
1134,,346,,almost done,2023-03-23,0,open,90,green,,2023-03-23 06:58:01,2023-03-23 06:58:01
1135,,336,,still working on it,2023-04-07,0,open,20,green,,2023-03-23 06:58:10,2023-03-23 06:58:10
1136,,339,284.0,have meetings set for next week,2023-03-24,0,open,20,green,,2023-03-23 06:58:33,2023-03-23 06:58:33
1138,,347,289.0,,2023-01-16,0,open,0,green,,2023-03-28 05:44:05,2023-03-28 05:44:05
1139,,348,289.0,,2023-02-17,0,open,0,green,,2023-03-28 05:44:05,2023-03-28 05:44:05
1140,,349,290.0,,2023-02-19,0,open,0,green,,2023-03-28 05:44:05,2023-03-28 05:44:05
1141,,350,290.0,,2023-02-19,0,open,0,green,,2023-03-28 05:44:05,2023-03-28 05:44:05
1142,,351,,,2023-02-20,0,open,0,green,,2023-03-28 05:44:05,2023-03-28 05:44:05
1143,,352,,,2023-02-18,0,open,0,green,,2023-03-28 05:44:05,2023-03-28 05:44:05
1144,,353,291.0,,2023-02-22,0,open,0,green,,2023-03-28 05:44:05,2023-03-28 05:44:05
1145,,354,292.0,,2023-02-23,0,open,0,green,,2023-03-28 05:44:05,2023-03-28 05:44:05
1146,,355,,,2023-02-19,0,open,0,green,,2023-03-28 05:44:05,2023-03-28 05:44:05
1147,,356,,,2023-02-20,0,open,0,green,,2023-03-28 05:44:05,2023-03-28 05:44:05
1148,,357,,,2023-02-25,0,open,0,green,,2023-03-28 05:44:05,2023-03-28 05:44:05
1149,,358,,,2023-03-01,0,open,0,green,,2023-03-28 05:44:05,2023-03-28 05:44:05
1150,,359,,,2023-03-02,0,open,0,green,,2023-03-28 05:44:05,2023-03-28 05:44:05
1151,,360,289.0,,2023-01-16,0,open,0,green,,2023-03-28 06:09:15,2023-03-28 06:09:15
1152,,361,289.0,,2023-02-17,0,open,0,green,,2023-03-28 06:09:15,2023-03-28 06:09:15
1153,,362,290.0,,2023-02-19,0,open,0,green,,2023-03-28 06:09:15,2023-03-28 06:09:15
1154,,363,290.0,,2023-02-19,0,open,0,green,,2023-03-28 06:09:15,2023-03-28 06:09:15
1155,,364,,,2023-02-20,0,open,0,green,,2023-03-28 06:09:15,2023-03-28 06:09:15
1156,,365,,,2023-02-18,0,open,0,green,,2023-03-28 06:09:15,2023-03-28 06:09:15
1157,,366,291.0,,2023-02-22,0,open,0,green,,2023-03-28 06:09:15,2023-03-28 06:09:15
