id,creator_id,category_id,title,body,created_at,updated_at
52,1,15,GYR Status & Your Assessment,"<h2>GYR Status &amp; Your Assessment</h2>
<p>&nbsp;</p>
<p>Traxidy uses Green, Yellow, Red (GYR), an easy and common way to quickly show a visual status of the overall project and each of the Key Project Constraints. The status is set by you along with your comments/short explanations for each one.</p>
<ul>
<li><strong>Note</strong> that the <strong>history of the status color changes along with the comments</strong> for each of the constraints is always available for review and is an important part of the record-keeping and tracking in Traxidy.</li>
</ul>
<h3>&nbsp;</h3>
<h3>Change Status Color by Clicking &lsquo;Set GYR&rsquo;</h3>
<ul>
<li>To make a change to the current status color, under <em>Manage</em>, click the <strong>Set GYR</strong> located at the far right side of the Constraints GYR record title. A GYR historical record of all the constraint status color changes is kept in Traxidy. Simply click on a Constraint Record to open and view the historical details.</li>
</ul>
<p>&nbsp;</p>
<p><img src=""https://backend-apis.traxidy.com/storage/uploads/tLYOQ8TIwWM9d3vZlQyi2nTAYKbaawyx0nvZmEmm.jpg"" /></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>The <strong>Constraints GYR</strong> Area makes it easy to communicate the most important aspects of the current status and situation with key stakeholders including clients, sponsors, and the PMO.</p>
<ul>
<li>Traxidy provides a clear visual of current and previous GYR status and the trend over time.</li>
<li>Use the change in status color to signify to your manager that there is an issue worth discussing.</li>
</ul>
<h3>&nbsp;</h3>
<h3>Traxidy GYR Guidelines</h3>
<p>The Traxidy GYR guide for using colors to identify project and constraint status includes:</p>
<ul>
<li><strong>Green (G): </strong>use status G if the project is on plan, ok or good (including all actions, risks and changes proceeding as planned).</li>
<li><strong>Yellow (Y):</strong> use status Y if there is an impactful problem/issue that is following set actions and next steps are being monitored closely.</li>
<li><strong>Red (R): </strong>use status R if the expected work to resolve the problem is not seeming to work or the solution is difficult to formulate and critical focus and potentially more experience or authority is required.</li>
</ul>
<h3>&nbsp;</h3>
<h3>Assessment Required: 4 Main Inputs</h3>
<p>In any project, the assessment of the status by the Project Manager is of the utmost importance. No one is closer to the entire scope of the work than the Project Manager.</p>
<p>At any point when you are assessing the current project status situation, it is important to remember the four assessments that you will be reporting on:</p>
<ol>
<li><strong> </strong>PM Certainty of Success
<ul>
<li><em>Set a percentage<br /><br /></em></li>
</ul>
</li>
<li><strong> </strong>PM Estimate of Work Complete
<ul>
<li><em>Set a percentage </em></li>
</ul>
</li>
<li><strong> </strong>The Overall Project Status Color
<ul>
<li><em>Set GYR and add comments</em></li>
</ul>
</li>
<li><strong> </strong>Key Constraints Status Color
<ul>
<li><em>Set GYR and add comments</em></li>
</ul>
</li>
</ol>
<ol>
<li><strong>PM Certainty of Success</strong></li>
</ol>
<ul>
<li>Set your assessment of the certainty of project success, based on the current real-world situation and your experience. This is a very subjective account of what you think the chances of this project are for being a total success.</li>
<li>Most sponsors and managers would appreciate your project insight. Be prepared to explain this assessment. Set the project success assessment as a percentage selected from the drop-down menu, 0% to 100%.</li>
</ul>
<p>&nbsp;</p>
<ol start=""2"">
<li><strong>PM Percentage of Work Complete</strong></li>
</ol>
<ul>
<li>Set your assessment of project work complete. This can be taken from a Gantt chart application or it is your best-estimate from what you know about the current situation of the project execution. Your assessment is selected from the drop-down menu, 0% to 100%.</li>
</ul>
<p>&nbsp;</p>
<ol start=""3"">
<li><strong>Overall Project Status Color</strong></li>
</ol>
<ul>
<li>The assessment of the Overall Project Status Color can be based on your organization&rsquo;s description of the use of these colors or your own method of understanding or the Traxidy GYR guidelines above.</li>
<li><strong>Comments</strong> are needed when the project status is Yellow or Red. Ideally, the comments answer &ldquo;why&rdquo; the project is that color, and lists the ownership, timing and actions being taken.</li>
<li><strong>Note: </strong>All the Traxidy Areas work together and the<strong> Project Status Area consolidates information from multiple areas</strong> including the Constraints GYR. Project Status provides an opportunity to add comments to the Constraints GYR and outline the <strong>Actions to Change Status</strong> to return the overall project status color back to Green.</li>
</ul>
<p>&nbsp;</p>
<ol start=""4"">
<li><strong>Key Constraint Status Color</strong></li>
</ol>
<p>Each of the project Key Constraints, <strong>Scope, Schedule</strong> and <strong>Budget</strong> can be assessed with a status color, GYR to more specifically explain why the <em>Overall</em> Project Status Color is Yellow or Red.</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>As with the Overall Project Status, each of the key constraints has an open text field to add comments if the key constraint is Yellow or Red.</p>
<ul>
<li><strong>Note</strong> that the project Key Constraints and current GYR status color and comments appears in the <strong>Project Status</strong> Area and becomes a part of any Project Status report.</li>
</ul>
<p>&nbsp;</p>
<p><img src=""https://backend-apis.traxidy.com/storage/uploads/TWuJmBDc0sEXFqdx27W1qteLdng2xva7xdK6gTo6.jpg"" width=""808"" height=""494"" /></p>
<p>&nbsp;</p>
<h3><span style=""color: #1319ee;""><em>Tips!</em></span></h3>
<p>A status change to Yellow or Red, would typically come from an Issue and Actions recorded in the AID Area. Reference the Traxidy Issue ID in the comment section of the Overall Status or any of the Key Constraints (along with the Yellow or Red status explanation). This provides a clear record and full details for discussion.</p>
<p>&nbsp;</p>
<h3><span style=""color: #1319ee;"">Best Practice</span></h3>
<p>Ideally, the best practice is to not have a project go directly from Green to RED. Always keep your client/sponsor/manager informed. Try to assess the situation as quickly as possible in terms of planning for actions (Yellow) to get the project back on track. Decide quickly if a critical focus is required and the status needs to move to RED. If possible, discuss the status with your manager immediately and <em>before</em> changing the status to RED.</p>",2021-12-08 14:00:50,2022-03-05 09:52:31
53,1,15,Additional Key Constraints,"<h2>Additional Key Constraints</h2>
<p>The Additional Key Constraints provides more topics and flexibility to tailor your report and status color for specific elements for the project work.</p>
<p><strong>Change Status Color by Clicking &lsquo;Set GYR&rsquo;</strong></p>
<ul>
<li>To make a change to the current status color, under <em>Manage</em>, click the <strong>Set GYR</strong> located at the far right side of the Constraints GYR record title. A GYR historical record of all the constraint status color changes is kept in Traxidy. Simply click on a Constraint Record to open and view the historical details.</li>
<li>The <strong>Constraints GYR</strong> Area makes it easy to communicate the most important aspects of the current status and situation with key stakeholders including clients, sponsors, and the PMO.</li>
<li>Traxidy provides a clear visual of current and previous GYR status and the trend over time.</li>
<li>Use the change in status color to signify to your manager that there is an issue worth discussing.</li>
</ul>
<p><img src=""https://backend-apis.traxidy.com/storage/uploads/Hat9zqZmkJrCk3ipt5zjIhH4reM4m81DtaTdYEHQ.jpg"" width=""815"" height=""617"" /></p>
<h3>View Historic Changes to any Constraint</h3>
<p>Use the arrow-head (<strong>&gt;</strong>) beside any of the Constraints to show an expanded view of the historic changes to the status color. The historic comments and the dates of the changes are also collected and shown in the history of the status/color changes.</p>
<p><img src=""https://backend-apis.traxidy.com/storage/uploads/xhrIw3G3HPhU6hzAPODHmajbEgbXkOsjayGakRD4.jpg"" /></p>
<h3>&nbsp;</h3>
<h3><strong>Traxidy GYR Guidelines</strong></h3>
<p>The Traxidy GYR guide for using colors to identify project and constraint status includes:</p>
<p><strong>Green (G): </strong>use status G if the project is on plan, ok or good (including all actions, risks and changes proceeding as planned).</p>
<p><strong>Yellow (Y):</strong> use status Y if there is an impactful problem/issue that is following set actions and next steps are being monitored closely.</p>
<p><strong>Red (R): </strong>use status R if the expected work to resolve the problem is not seeming to work or the solution is difficult to formulate and critical focus and potentially more experience or authority is required.</p>
<p>&nbsp;</p>
<ul>
<li><strong>Note</strong> that the <strong>history of the status color changes along with the comments</strong> for each of the Constraints is always available to be reviewed and is an important part of the record-keeping and tracking in Traxidy.</li>
<li><strong>Additional Key Constraints</strong> are used at your discretion depending on the project make-up and the expected outcomes and results. For example, some projects may be heavily dependent on a specific/new technology and others dependent on very limited/specific resources needed to be part of the project outcomes.</li>
<li>Use the <strong>Additional Key Constraints</strong> to assist you in letting your team and stakeholders know that this aspect of the project is important and will be monitored and reported on throughout the project timeframe.</li>
<li><strong>Note: </strong><em>Only</em> the Additional Key Constraints with the <strong>GYR Status</strong> updated, will appear on your Traxidy project reports.</li>
</ul>
<h3><span style=""color: #1319ee;""><em>Tips!</em></span></h3>
<p>Use of <strong>Additional Key Constraints</strong> in Traxidy can help to focus on specific aspects within the project, even more refined than the Scope, Schedule and Budget. Additional constraints such as Technology, Resources and Quality are constraints you may want to track and ensure that your Sponsor is aware of, as the project proceeds.</p>
<p>&nbsp;</p>",2021-12-08 14:04:21,2022-01-05 06:27:18
54,1,15,Set Your Project Delivery Phases,"<h2>Set Your Project Delivery Phases</h2>
<p>&nbsp;</p>
<p>The Constraints GYR Area includes the Current Delivery Phase with the project delivery phase having a status color the same as the overall project. All Traxidy Areas work together. The Current Delivery Phase details are pulled from the Project Information Area.</p>
<p>&nbsp;</p>
<ul>
<li>To set your specific project <strong>Delivery Phases</strong> go to the <strong>Project Settings Gear</strong> in the Top Navigation Bar of each of the <strong>Project Areas. </strong>The default project delivery phase setting is Initiation, Planning, Execution and Close<strong>.<br /><br /></strong></li>
</ul>
<p>&nbsp;</p>
<ul>
<li>Click on the Project Settings Gear to access Project Settings, and then click <strong>Project Delivery Phases</strong></li>
</ul>
<p>&nbsp;</p>
<p>Choose the Project Delivery Phase list for your specific project. We&rsquo;ve provided a list of standard delivery phases as the default, along with the option to select a more complex list of phases. We also provide the <strong>opportunity to create and tailor your own list of phases</strong> to better suit your delivery framework.</p>
<p>&nbsp;</p>
<ul>
<li>As you move through your project work, adjust/change the current Project Delivery Phase in the <strong>Project Information</strong></li>
</ul>
<p>&nbsp;</p>
<p>The <strong>Current Project Delivery Phase</strong> for each project is reported in multiple Traxidy Areas including the <strong>Dashboard, Project Information, Constraints GYR and Project Status.</strong></p>
<p>&nbsp;</p>
<p><strong><img src=""https://backend-apis.traxidy.com/storage/uploads/SOgpxojxre3bE6hApTshTUGBygOfKvdpS73EZ2Wx.jpg"" width=""791"" height=""373"" /></strong></p>
<p>&nbsp;</p>
<h3><span style=""color: #1319ee;""><em>Tips!</em></span></h3>
<p>Use Traxidy from the moment you have been handed the responsibility for a project. Traxidy is especially useful in the initial stages of working with project team members and requirements gathering. Track and manage some of the earliest activities and actions from multiple contacts as you work towards putting the project plan together.</p>",2021-12-08 14:07:20,2022-04-18 15:51:41
55,1,16,Project Status Area,"<h2>Project Status Area</h2>
<p>The Traxidy Project Status Area provides a single view of real-time and historical Project Status summary and updates for presentation and discussion purposes.</p>
<p>You can easily access your <strong>Project Status Area directly from your Dashboard. </strong>From the project record, click on the <em>project name</em>. Alternatively, once you have any project area open, you can select <strong>Project Status</strong> from the Main Menu.</p>
<p>It&rsquo;s designed to make it easy for you to create, tailor, present, communicate and report on the Project Status &mdash; and save time. Historical Status Reports can be easily accessed for quick reference, if needed.</p>
<h3>Single View</h3>
<ul>
<li>The Project Status is a single, unified real-time view of the project details, status and assessment that is automatically updated from other Traxidy Areas. It includes:
<ul>
<li>Project and GYR Trend, Issues by Priority, Actions Overview, Risks and Change Management</li>
<li>Overall Project Status: current and previous status color with comments and actions</li>
<li>Milestones, Key Constraints GYR, Key Accomplishments and Next Steps</li>
<li>Project Details: dates, financials and Project Manager (PM) estimates</li>
</ul>
</li>
</ul>
<h3>Interactive View</h3>
<ul>
<li><strong>Project Status</strong> provides a unified and interactive view of project information, status and data and is automatically updated from other Traxidy Areas.</li>
</ul>
<p>From the Project Status Area, you can easily click any Area Chart or Tile and go directly to the Project Area to gather more details and support discussions as needed.&nbsp;</p>
<p>&nbsp;</p>
<p><img src=""https://backend-apis.traxidy.com/storage/uploads/qWREznBayMR6ZaMeGlrbVtneHkZJkmJGniBocWcd.jpg"" width=""919"" height=""489"" /></p>",2021-12-08 14:09:11,2021-12-08 14:10:40
56,1,16,Real-time Project Status – Reports & Presentations,"<h2>Real-time Project Status &ndash; Reports, Communications &amp; Presentations</h2>
<p>&nbsp;</p>
<p>Traxidy makes creating and presenting customized and tailored Project Status Reports easy.</p>
<p>&nbsp;</p>
<h3>Quick Start</h3>
<ul>
<li>Your Project Status is automatically updated from the other Traxidy Areas including Project and GYR Tracking, AID, Risks, Changes, and Project Information.</li>
<li><strong>All your previous</strong> Project Status text, comments and information will be there as a starting reference point, and to help save time.</li>
<li>You can select which Project Status Area information tiles to include or exclude from your report. After clicking on the Export button, simply check the sections you want to <em>exclude</em>.</li>
</ul>
<p>&nbsp;</p>
<p><img src=""https://backend-apis.traxidy.com/storage/uploads/UARH5VASuqbJ3DMkvPcoRsndqVBTCih15XVCjaEX.jpg"" width=""810"" height=""135"" /></p>
<p><img src=""https://backend-apis.traxidy.com/storage/uploads/NaNGspb7m4XrphFqZHZYwYDTe1G872ZAUPUCc92y.jpg"" width=""469"" height=""297"" /></p>
<p>&nbsp;</p>
<h3><span style=""color: #1319ee;""><em>Tips!</em></span></h3>
<p>Tailor your Project Status Report to meet your reporting needs. You can select all sections, just a few or multiple sections to create your customized report and share with specific stakeholders as needed.</p>",2021-12-08 14:13:03,2022-03-05 09:51:26
57,1,16,Live Project Status Presentation Setup,"<h2>Live Project Status Presentation Setup</h2>
<ul>
<li>In any meeting, you have the ability to show the Status Report exclusively on your screen. In the presentation mode all the menus and tabs will be hidden so that only the information that is needed is on the screen.</li>
<li>Similar to the option to Export the Project Status Report, after clicking the <strong><em>Presentation Mode</em></strong> button, you can select which Project Status Area information tiles to include or exclude from your presentation<span style=""text-decoration: line-through;""> </span>and click Continue.</li>
</ul>
<p><img src=""https://backend-apis.traxidy.com/storage/uploads/H78g7RisolSGitFQE2L959M5C5TxV0eR8QfPefde.jpg"" width=""783"" height=""126"" /></p>
<p><img src=""https://backend-apis.traxidy.com/storage/uploads/e6TFOqW8kJ1SZUxAiXEDIW0yblXLLzS5vDgEaAGg.jpg"" width=""520"" height=""345"" /></p>",2021-12-08 14:14:42,2021-12-08 14:14:42
58,1,16,Steps to Finalize the Status Report,"<h2>Steps to Finalize the Status Report</h2>
<p>Each Project Status Report starts with the previous information and comments in the four areas including:</p>
<ol>
<li><strong> </strong>Overall Status Comment</li>
<li><strong> </strong>Milestones</li>
<li><strong> </strong>Key Accomplishments</li>
<li><strong> </strong>Next Steps</li>
</ol>
<p><strong>Note </strong>that these sections require some thought, consideration and your updated comments <strong>before the Status Report can be finalized</strong> and ready to be sent.</p>
<ul>
<li>All other areas of the Project Status Report are pulled directly from the specific Traxidy Area and do not require updates here. If a specific Traxidy Area needs to be updated, go directly to the area, make your updates, and they will automatically be reflected in the <strong>Project Status</strong></li>
</ul>
<p><strong>1. Overall Status Comment</strong>: <u>Add a short comment</u> on why the project is the status color that it is. If the project is not Green, provide comments about the <strong>Actions to Change Status</strong> back to Green, the ownship and timelines. The <strong>Overall Current Status Color</strong> is set in the Constraints GYR Area.</p>
<p><img src=""https://backend-apis.traxidy.com/storage/uploads/xaRGhrXJoYM8s1MEf6rgtNmvn436UwmOdQUq9DDM.jpg"" /></p>
<p><strong>2. Milestones</strong>: <u>Add your key project milestones</u> including the plan date to complete and the GYR status color for each specific milestone. The milestones can be updated at any time for the next Project Status report</p>
<p><img src=""https://backend-apis.traxidy.com/storage/uploads/MuL00BOuuGwDiPCOGA5e4vuZzyJW21USFFiHk5dY.jpg"" /></p>
<p>&nbsp;</p>
<p><strong> </strong></p>
<p><strong>3. Key Accomplishments</strong>: <u>Indicate key aspects</u> of what the project team has accomplished since the last Project Status report.</p>
<p><img src=""https://backend-apis.traxidy.com/storage/uploads/tx7afiS0JfhXrNN3xJHEUz6Lpy8g7XyIdBtAqVQX.jpg"" /></p>
<p>&nbsp;</p>
<p><strong>4. Next Steps</strong>: <u>List the next major steps</u> and work activities you expect the project team to perform between now and the next Project Status report.</p>
<p>&nbsp;</p>
<p><img src=""https://backend-apis.traxidy.com/storage/uploads/cgkW0W58NTbrFYSwXfBQRvO3lOSjfn4hcxlZyCtA.jpg"" /></p>
<p>&nbsp;</p>
<h3>Other Information from the Constraints GYR Area</h3>
<p>Be sure to review all pieces of information presented in the Project Status Area to ensure the information is current and accurate before you save and send it.</p>
<p><strong>&nbsp;</strong></p>
<ul>
<li><strong>PM Estimate of Work Complete: </strong>It is important to show <em>your</em> estimate of the work complete for each status report. It may <em>not</em> be in line with the current<strong> Timeline Duration Complete</strong> as more work may be coming later in the project, or more work may have already been completed.</li>
</ul>
<p>&nbsp;</p>
<p><strong>Note </strong>that the <strong>Timeline Duration Complete</strong> is a system calculated number based on how many work days are between the project Start Date, the project End Date and Today&rsquo;s Date.</p>
<p>&nbsp;</p>
<p><strong>Example:</strong> If a project is 10 days long and today&rsquo;s date is 5 days into the project, the Timeline Duration Complete is 50% (or 5 days out of 10 days have completed).</p>
<p><img src=""https://backend-apis.traxidy.com/storage/uploads/Ncxh7LkE7qn0aZSzM40EGoBeb5EaBjrbaTTDu372.jpg"" /></p>
<ul>
<li><strong>Key Constraints GYR:</strong> The three main project constraints (Scope, Schedule, Budget) and the associated comments are handled and updated exclusively in the Constraints GYR Area.</li>
</ul>
<h3>&nbsp;</h3>
<h3>Save to Status Report History</h3>
<ul>
<li>Once you&rsquo;ve made all the project status updates&ndash; click the <strong><em>Save to Status</em></strong><em> <strong>Report History</strong></em> button at the bottom of the area.</li>
<li>This project Status Report will appear on your screen &ndash; and will be automatically added to your <strong>Status Report History Tab</strong> and labelled with the current date and time.</li>
<li>Status Report History provides reference for easy recall of past performance and status whenever it&rsquo;s needed.</li>
</ul>
<p>If you forget to save your report &ndash; a pop-up reminder will appear, to remind you to Save Your Status Report.&nbsp;</p>
<p>&nbsp;</p>
<p><img src=""https://backend-apis.traxidy.com/storage/uploads/at91nhNaAg5JqNEw8YBcKmjCW0LqL9Ot26FkBB2w.jpg"" /></p>
<p><img src=""https://backend-apis.traxidy.com/storage/uploads/7Q1oqJ13VXbEO1UmaebeDFZClRASEqR8l5Mg7LLu.jpg"" /></p>",2021-12-08 14:24:51,2021-12-08 14:24:51
59,1,16,Presentation Mode & Export,"<h2>Presentation Mode &amp; Export</h2>
<p>&nbsp;</p>
<p>Traxidy provides the ability to send out tailored Project Status Reports and the option to show the same reports in a real-time view and presentation while using the Traxidy application in a meeting.</p>
<h3>Presentation Mode</h3>
<p>&nbsp;</p>
<ul>
<li>Easily present your real-time Project Status, by simply clicking the <strong>Presentation Mode Button</strong>.</li>
<li>Presentation Mode provides a full-screen view of the Project Status, making it easier for you to present, discuss and communicate the project status &ndash; whether in person or remotely</li>
<li>The Main Menu and Top Navigation Bar will both be hidden</li>
<li>After clicking on the Presentation Mode button, all the areas are checked by default. Simply check the sections you want to exclude. If needed, you can hide/exclude any of the Project Status information. The presentation view will only show the sections that are checked/selected.</li>
</ul>
<h3>Export</h3>
<p>&nbsp;</p>
<ul>
<li>Simply export the report using the <strong>Export button</strong> and send to key stakeholders.</li>
<li>You can select which Project Status Area information tiles to include or exclude from your report. After clicking on the Export button, simply check the sections you want to exclude.</li>
</ul>
<p>&nbsp;</p>
<p><img src=""https://backend-apis.traxidy.com/storage/uploads/sbGu57XBHYu1B6HeBSldnbAocyS6FQAklIrYHD3o.jpg"" width=""570"" height=""418"" /></p>
<p>&nbsp;</p>",2021-12-08 14:27:36,2022-01-16 07:02:21
60,1,16,Status Report History Tab,"<h2><strong>Status Report History Tab</strong></h2>
<ul>
<li>Easily view Historical Project Status Reports as needed.</li>
<li>Whenever you Save a Status Report &ndash; they will be listed and available here for you in the <strong>Status Report</strong> <strong>History </strong>Tab for the life of the project.</li>
</ul>
<p><img src=""https://backend-apis.traxidy.com/storage/uploads/viBnBsseZjWD4pag2lTyfhwZs2JWCkRgqjyqS1OD.jpg"" width=""838"" height=""268"" /></p>
<p>&nbsp;</p>
<p>Clicking on any of the records provides a presentation view with the option to Export.</p>
<p>&nbsp;</p>
<p><img src=""https://backend-apis.traxidy.com/storage/uploads/yIzh0zOskNl0nGMqexN35mOC5MMgH8zaRzhTQ4ag.jpg"" width=""850"" height=""490"" /></p>",2021-12-08 14:30:52,2021-12-08 14:30:52
61,1,17,High-Level (HL) Plan Area,"<h2><a name=""_Toc63758155""></a>High-Level (HL) Plan Area</h2>
<p>The Traxidy High-Level (HL) Plan Area provides a visual and simplified view of your project timeframe and schedule for key work items including project deliverables and milestones. The HL Plan is ideal to include with your status reporting.</p>
<ul>
<li>The HL Plan provides an at-a-glance view and is designed to support your Project Status updates, reports, communications and presentations.</li>
<li>This is not a detailed plan. It is a High-Level (HL) Plan.</li>
<li>The HL Plan timeframe is based on the Overall Project Timeframe.</li>
<li>Easily Export your HL Plan to support your Project Status Report.</li>
</ul>
<p>Once you have selected your project, you can access your <strong>High-Level (HL) Plan Area directly from the Main Menu. </strong>Click on the High-Level Plan.</p>
<p>This High-Level Plan is not intended to replace a detailed project Gantt chart that lists all assigned project tasks, but is designed to provide additional information for status reporting.</p>
<h3><span style=""color: #0025fd;"">Best Practice</span></h3>
<p>If you make any changes to your <strong>High-Level Plan</strong>, ensure you update the <strong>Project Key Deliverable(s)</strong> listed in the <strong>Project Information Area</strong> along with the <strong>Milestones</strong> listed in Project Status.</p>
<h3><span style=""color: #0025fd;""><em>Tips!</em></span></h3>
<p>Our guideline is to keep your High-Level Plan simple, and on one page or screen. This will help you to use this High-Level Plan when providing a Project Status update.</p>
<p>&nbsp;</p>",2021-12-13 15:14:29,2021-12-13 15:25:09
62,1,17,Create Your High-Level (HL) Plan,"<h2>Create Your High-Level (HL) Plan</h2>
<p>The Traxidy HL Plan is designed to make it easy for you to provide the timeframe and schedules for major activities, deliverables and milestones. <br /><br />The HL Plan unifies information from the Project Information and Project Status Areas and can be further updated as needed.</p>
<ul>
<li><strong>Project Deliverables: </strong>review<strong> </strong>the deliverables that you entered in the original setup of the project and listed in the Traxidy Project Information Area.</li>
<li><strong>Project Milestones: </strong>review<strong> </strong>the milestones that you entered in the Project Status Area.</li>
<li><strong>Updates</strong>: easily change or over-write Deliverables and/or Milestones at any time but ensure consistency in your areas and reports.</li>
<li><strong>Additions</strong>: add a new Deliverable or Milestone, click the <strong><em>+ New Deliverable or Milestone</em></strong> button, and add the name of the new deliverable, and the start and end dates.</li>
<li>The current date, with the <strong>Today </strong>flag, will always show as a vertical line across the HL Plan.</li>
</ul>
<h3>Overall Project Timeframe</h3>
<ul>
<li>The Overall Project Timeframe is always the first item on the HL Plan.</li>
<li>It will be auto-populated and shown as a horizontal bar based on the Project Start Date and Project End Date (or Approved Revised End Date) in the Project Information Area.</li>
</ul>
<p><img src=""https://backend-apis.traxidy.com/storage/uploads/bln51j6Qy2hSqP68K39n7SAMToOyKnouShLZNXdr.jpg"" width=""689"" height=""287"" /></p>
<h3><br />Key Deliverables</h3>
<ul>
<li>Project Deliverables are shown as a horizontal bar. Add the start and end dates, and the system will automatically calculate the duration (# of days).</li>
<li>You can easily edit, remove and add Deliverable(s) here at any time.</li>
<li>To add a <strong>Deliverable</strong>, click the <strong><em>+ New </em></strong><strong><em>Deliverable or Milestone</em></strong> button, and add the name of the new deliverable and the start and end dates.</li>
<li><strong>Note</strong>: adding a Deliverable to the HL Plan does <strong>not</strong> add it to your Project Information Area.</li>
</ul>
<h3><span style=""color: #0025fd;""><em>Tips!</em></span></h3>
<p>Ensure all your project information is consistent. When adding a new deliverable or milestone to the <strong>HL Plan</strong>, remember to revisit your <strong>Project Information</strong> Area and update the deliverables information, and the <strong>Project Status</strong> Area and update the milestones information.</p>
<p>&nbsp;</p>
<h3>Key Milestones</h3>
<ul>
<li>Milestones will have the <strong>same start and end date, </strong>and will appear on that date as a diamond in the HL Chart. (See the Project Settings for color options)</li>
<li>Project Milestones are shown as diamonds, based on the planned date</li>
<li>You can edit, remove and add Milestone(s) here at any time by deleting or changing the information.</li>
<li>To add a Milestone, click the <strong><em>+ New Deliverable or Milestone</em></strong> button, and add the name of the new milestone and ensure the start and end dates are the same.</li>
<li><strong>Note</strong>: adding a Milestone to the HL Plan, does not add it to your Project Status Area.<br /><br /></li>
</ul>
<h3>Today&rsquo;s Date</h3>
<ul>
<li>For easy reference, today&rsquo;s date is always shown as a vertical line with a flag as an important reminder of the date in relation to the plan. (See the Project Settings for color options)</li>
</ul>
<h3><span style=""color: #0025fd;""><em>Tips!</em></span></h3>
<p>Our guideline is to keep your HL Plan simple, and on one page or screen. This will help you to use this High-Level Plan when providing a Project Status update.</p>",2021-12-13 15:24:41,2021-12-13 15:24:41
63,1,17,Set Your HL Plan Colors,"<h2><strong>Set Your HL Plan Colors<u><br /></u></strong></h2>
<p>&nbsp;</p>
<ul>
<li>To set your project specific, High-Level Plan colors, go to the <strong>Project Settings Gear</strong> in the Top Navigation Bar of any of the <strong>Project Areas.<br /></strong></li>
<li>Click on the Project Settings Gear to access Project Settings, and then click <strong>Branding &amp; Colors.</strong></li>
<li>You can adjust the colors of your project&rsquo;s <strong>High</strong><strong>-</strong><strong>Level (HL) Plan</strong> to better suit your company&rsquo;s brand or a specific project&rsquo;s brand.</li>
<li>Select your color options for the High-Level Plan and supporting elements including:</li>
</ul>
<ul>
<ul>
<li>Overall Project Timeframe Bar Color</li>
<li>Deliverables Bar Color</li>
<li>Current Date Flag &amp; Line Color</li>
</ul>
</ul>
<p>&nbsp;</p>
<p><img src=""https://backend-apis.traxidy.com/storage/uploads/dyM8DaCNoZ7pYLXNsMXT2fJj7NkjKgbpOKi3elHT.jpg"" /></p>
<h3>&nbsp;</h3>
<h3><span style=""color: #0025fd;""><em>Tips!</em></span></h3>
<p>Keeping the bar colors different for each project will help to differentiate multiple projects for both you and the people you may be presenting to and sharing reports with.</p>",2021-12-13 15:28:02,2022-04-01 14:41:17
64,1,18,Changes Area,"<h2><a name=""_Toc69397659""></a>Changes Area</h2>
<p>The Changes Area provides one place to easily record, monitor and manage all project change requests and impact.</p>
<p>You can easily access your Project Changes Area<strong> directly from your Dashboard. </strong>From the project record, click on the <strong>Changes Chart</strong>. Alternatively, once you are working with a project, you can click on the <strong>Main Menu</strong>, and select <strong>Changes</strong>.</p>
<h3>Changes Overview Chart &amp; Tiles</h3>
<ul>
<li><strong>Changes Overview Chart</strong>&ndash;summary status of Active Changes including the total number of Active Changes and the number of changes under the status levels: Investigating, Submitted, Approved and Declined. <br /><br /></li>
<li><strong>Changes Status</strong><strong> </strong><strong>Tiles &ndash;</strong>includes the Financial and Work Days Impact for Change Requests and their current status including Investigating, Submitted, Approved, Declined</li>
</ul>
<p><img src=""https://backend-apis.traxidy.com/storage/uploads/5cLiDZ58LEdZbzDaWmkTTrTcEEgTk03vX7mvYISG.jpg"" width=""669"" height=""183"" /></p>
<h3>&nbsp;</h3>
<h3>Work Days Approved Tile</h3>
<ul>
<li><strong>Time Duration Complete Bar. </strong>By comparing today&rsquo;s date with the project Start Date, End Date (Original or Approved Revised End Date) and knowing the overall Work Days in the project the Time Duration Complete bar shows the percentage of Work Days that have past, as of today.</li>
<li>The Time Duration Complete Bar line color is the same color as the <strong>Overall Project </strong><strong>Status color.</strong></li>
<li><strong>Work Days To Date </strong>is the number of actual Work Days that have elapsed based on the project start, todays date and the Work Week (5 or 7 day Work Week per Project Settings).</li>
<li><strong>Work Days Remaining</strong><strong> </strong>is the number of work days to the end of the project based on today&rsquo;s date, the project start and end date and the Work Week (5 or 7 day Work Week per Project Settings).</li>
</ul>
<p>&nbsp;</p>
<h3>Project End Date Tile</h3>
<p>The Project End Date Tile shows the dates from the Project Information Area; the <strong>Original End Date</strong> as and (if there is one) the <strong>Approved Revised End Date</strong>.</p>
<p><img src=""https://backend-apis.traxidy.com/storage/uploads/vz9yfS9KhX9tkMI5mw9RW2KQXYGyNECDLuOLSSjB.jpg"" width=""701"" height=""179"" /></p>
<h3><span style=""color: #0025fd;""><em>Tips!</em></span></h3>
<p>When a Change Request is approved and contains any number of <em>Work Days Impact</em>, ensure that the <strong>Approved Revised End Date </strong>is accurate based on this Work Days Impact. The Project Information Area is the place that the Approved Revised End Date is entered.</p>",2021-12-13 15:31:14,2021-12-13 15:34:18
